,Unnamed: 0,Ticker,Entry Time,Entry Price,Exit Time,Exit Price,Profit,Profitable Trade,Returns,Excess Returns,Cumulative Returns,Running Maximum,Drawdown
34,35,BANKNIFTY06AUG2021600PE,31-07-2020 09:29,422.4,31-07-2020 15:03,345.7,-76.69999999999999,False,-0.18158143939393936,-5.1815814393939394,0.032230294391800654,0.5491326275822138,-0.5169023331904131
35,36,BANKNIFTY06AUG2021400CE,03-08-2020 09:29,337.0,03-08-2020 15:24,236.95,-100.05000000000001,False,-0.2968842729970327,-5.2968842729970325,0.022661626872810578,0.5491326275822138,-0.5264710007094032
36,37,BANKNIFTY06AUG2021400PE,03-08-2020 09:29,380.35,03-08-2020 15:24,463.15,82.79999999999995,True,0.2176942289996055,-4.782305771000394,0.02759493226276382,0.5491326275822138,-0.52153769531945
37,38,BANKNIFTY06AUG2021200CE,04-08-2020 09:29,297.4,04-08-2020 15:24,456.0,158.60000000000002,True,0.5332885003362476,-4.466711499663752,0.04231099230605348,0.5491326275822138,-0.5068216352761603
38,39,BANKNIFTY06AUG2021200PE,04-08-2020 09:29,326.15,04-08-2020 15:24,127.9,-198.24999999999997,False,-0.6078491491644948,-5.607849149164495,0.016592291632513384,0.5491326275822138,-0.5325403359497004
39,40,BANKNIFTY06AUG2021800CE,05-08-2020 09:29,191.45,05-08-2020 09:53,323.7,132.25,True,0.6907808827370071,-4.309219117262993,0.028053929493050838,0.5491326275822138,-0.521078698089163
40,41,BANKNIFTY06AUG2021800PE,05-08-2020 09:29,244.5,05-08-2020 09:53,165.35,-79.15,False,-0.32372188139059305,-5.323721881390593,0.018972258657161373,0.5491326275822138,-0.5301603689250525
41,42,BANKNIFTY06AUG2021600CE,06-08-2020 09:29,178.15,06-08-2020 11:47,144.6,-33.55000000000001,False,-0.1883244456918328,-5.1883244456918325,0.01539931856202938,0.5491326275822138,-0.5337333090201845
42,43,BANKNIFTY06AUG2021600PE,06-08-2020 09:29,186.7,06-08-2020 11:47,257.05,70.35000000000002,True,0.37680771290840936,-4.623192287091591,0.021201900569735685,0.5491326275822138,-0.5279307270124781
43,44,BANKNIFTY13AUG2021500CE,07-08-2020 09:29,369.25,07-08-2020 15:24,481.05,111.80000000000001,True,0.30277589708869335,-4.697224102911306,0.027621325034722685,0.5491326275822138,-0.5215113025474911
44,45,BANKNIFTY13AUG2021500PE,07-08-2020 09:29,397.4,07-08-2020 15:24,224.65,-172.74999999999997,False,-0.4347005535983895,-5.43470055359839,0.015614319751007681,0.5491326275822138,-0.5335183078312061
45,46,BANKNIFTY13AUG2022000CE,10-08-2020 09:29,325.95,10-08-2020 15:24,287.5,-38.44999999999999,False,-0.11796287774198494,-5.117962877741985,0.0137724096591953,0.5491326275822138,-0.5353602179230185
46,47,BANKNIFTY13AUG2022000PE,10-08-2020 09:29,309.95,10-08-2020 15:24,317.35,7.400000000000034,True,0.023874818519116096,-4.976125181480884,0.014101223440379508,0.5491326275822138,-0.5350314041418343
47,48,BANKNIFTY13AUG2022200CE,11-08-2020 09:29,268.0,11-08-2020 13:57,209.9,-58.099999999999994,False,-0.21679104477611938,-5.216791044776119,0.01104420447811813,0.5491326275822138,-0.5380884231040957
48,49,BANKNIFTY13AUG2022200PE,11-08-2020 09:29,247.95,11-08-2020 13:57,252.0,4.050000000000011,True,0.016333938294010936,-4.983666061705989,0.01122459983257015,0.5491326275822138,-0.5379080277496436
49,50,BANKNIFTY13AUG2022100CE,12-08-2020 09:29,189.1,12-08-2020 12:55,335.4,146.29999999999998,True,0.7736647276573241,-4.226335272342676,0.01990867680509798,0.5491326275822138,-0.5292239507771158
50,51,BANKNIFTY13AUG2022100PE,12-08-2020 09:29,196.4,12-08-2020 12:55,88.9,-107.5,False,-0.5473523421588594,-5.5473523421588595,0.009011615926543842,0.5491326275822138,-0.54012101165567
51,52,BANKNIFTY13AUG2022400CE,13-08-2020 09:29,106.6,13-08-2020 10:34,98.45,-8.149999999999991,False,-0.07645403377110686,-5.076454033771107,0.008322641538163615,0.5491326275822138,-0.5408099860440502
52,53,BANKNIFTY13AUG2022400PE,13-08-2020 09:29,112.6,13-08-2020 10:34,98.4,-14.199999999999989,False,-0.1261101243339253,-5.126110124333925,0.00727307217899911,0.5491326275822138,-0.5418595554032147
53,54,BANKNIFTY20AUG2022200CE,14-08-2020 09:29,334.0,14-08-2020 13:47,202.3,-131.7,False,-0.39431137724550896,-5.394311377245509,0.004405217071291976,0.5491326275822138,-0.5447274105109219
54,55,BANKNIFTY20AUG2022200PE,14-08-2020 09:29,285.65,14-08-2020 13:47,498.85,213.20000000000005,True,0.7463679327848768,-4.253632067215123,0.007693129830260817,0.5491326275822138,-0.541439497751953
55,56,BANKNIFTY20AUG2021800CE,17-08-2020 09:29,259.7,17-08-2020 09:40,230.2,-29.5,False,-0.11359260685406239,-5.113592606854063,0.0068192471579747406,0.5491326275822138,-0.542313380424239
56,57,BANKNIFTY20AUG2021800PE,17-08-2020 09:29,311.0,17-08-2020 09:40,458.0,147.0,True,0.47266881028938906,-4.527331189710611,0.010042492599203959,0.5491326275822138,-0.5390901349830098
57,58,BANKNIFTY20AUG2021800CE,18-08-2020 09:29,235.65,18-08-2020 14:48,457.0,221.35,True,0.9393167833651601,-4.06068321663484,0.019475574444456648,0.5491326275822138,-0.5296570531377571
58,59,BANKNIFTY20AUG2021800PE,18-08-2020 09:29,262.05,18-08-2020 14:48,94.85,-167.20000000000002,False,-0.6380461743941996,-5.6380461743942,0.007049258676041644,0.5491326275822138,-0.5420833689061721
59,60,BANKNIFTY20AUG2022400CE,19-08-2020 09:29,158.65,19-08-2020 14:21,148.3,-10.349999999999994,False,-0.06523794516230692,-5.065237945162307,0.006589379525099122,0.5491326275822138,-0.5425432480571147
60,61,BANKNIFTY20AUG2022400PE,19-08-2020 09:29,201.75,19-08-2020 14:21,176.0,-25.75,False,-0.12763320941759604,-5.127633209417596,0.005748355868240127,0.5491326275822138,-0.5433842717139737
61,62,BANKNIFTY20AUG2022000CE,20-08-2020 09:29,97.85,20-08-2020 10:36,108.75,10.900000000000006,True,0.11139499233520701,-4.888605007664793,0.006388693926122778,0.5491326275822138,-0.5427439336560911
62,63,BANKNIFTY20AUG2022000PE,20-08-2020 09:29,113.05,20-08-2020 10:36,79.7,-33.349999999999994,False,-0.2950022114108801,-5.29500221141088,0.004504015089889301,0.5491326275822138,-0.5446286124923245
63,64,BANKNIFTY27AUG2022200CE,21-08-2020 09:29,320.25,21-08-2020 15:24,331.1,10.850000000000023,True,0.0338797814207651,-4.966120218579235,0.004656610136650578,0.5491326275822138,-0.5444760174455633
64,65,BANKNIFTY27AUG2022200PE,21-08-2020 09:29,282.15,21-08-2020 15:24,232.4,-49.74999999999997,False,-0.17632465000886044,-5.17632465000886,0.003835534984077953,0.5491326275822138,-0.5452970925981359
65,66,BANKNIFTY27AUG2022600CE,24-08-2020 09:29,227.7,24-08-2020 11:55,346.75,119.05000000000001,True,0.5228370663153272,-4.4771629336846726,0.005840894842903076,0.5491326275822138,-0.5432917327393108
66,67,BANKNIFTY27AUG2022600PE,24-08-2020 09:29,254.0,24-08-2020 11:55,200.7,-53.30000000000001,False,-0.20984251968503942,-5.209842519685039,0.004615226751852942,0.5491326275822138,-0.5445174008303608
67,68,BANKNIFTY27AUG2023100CE,25-08-2020 09:29,214.2,25-08-2020 13:17,186.35,-27.849999999999994,False,-0.13001867413632118,-5.130018674136322,0.004015161088738542,0.5491326275822138,-0.5451174664934753
68,69,BANKNIFTY27AUG2023100PE,25-08-2020 09:29,243.2,25-08-2020 13:17,218.85,-24.349999999999994,False,-0.10012335526315788,-5.1001233552631575,0.0036131496886119656,0.5491326275822138,-0.5455194778936019
69,70,BANKNIFTY27AUG2023200CE,26-08-2020 09:29,197.9,26-08-2020 13:02,178.85,-19.05000000000001,False,-0.09626073774633659,-5.096260737746337,0.0032653452339982316,0.5491326275822138,-0.5458672823482156
70,71,BANKNIFTY27AUG2023200PE,26-08-2020 09:29,186.0,26-08-2020 13:02,165.25,-20.75,False,-0.11155913978494623,-5.111559139784946,0.002901066128592515,0.5491326275822138,-0.5462315614536213
71,72,BANKNIFTY27AUG2023600CE,27-08-2020 09:29,117.3,27-08-2020 10:02,95.55,-21.75,False,-0.18542199488491048,-5.18542199488491,0.0023631446597358464,0.5491326275822138,-0.546769482922478
72,73,BANKNIFTY27AUG2023600PE,27-08-2020 09:29,88.85,27-08-2020 10:02,89.4,0.5500000000000114,True,0.00619020821609467,-4.993809791783906,0.0023777730172243636,0.5491326275822138,-0.5467548545649894
73,74,BANKNIFTY03SEP2023800CE,28-08-2020 09:29,333.35,28-08-2020 10:31,529.6,196.25,True,0.5887205639718014,-4.411279436028199,0.0037776168889216226,0.5491326275822138,-0.5453550106932922
74,75,BANKNIFTY03SEP2023800PE,28-08-2020 09:29,310.05,28-08-2020 10:31,264.2,-45.85000000000002,False,-0.1478793742944687,-5.147879374294469,0.0032189852670636756,0.5491326275822138,-0.5459136423151502
75,76,BANKNIFTY03SEP2024900CE,31-08-2020 09:29,421.55,31-08-2020 10:27,275.8,-145.75,False,-0.3457478353694698,-5.34574783536947,0.002106028078890195,0.5491326275822138,-0.5470265995033237
76,77,BANKNIFTY03SEP2024900PE,31-08-2020 09:29,458.2,31-08-2020 10:27,513.3,55.099999999999966,True,0.12025316455696196,-4.879746835443038,0.0023592846200225603,0.5491326275822138,-0.5467733429621913
77,78,BANKNIFTY03SEP2024100CE,01-09-2020 09:29,440.7,01-09-2020 09:57,288.5,-152.2,False,-0.3453596550941683,-5.345359655094168,0.001544482897382593,0.5491326275822138,-0.5475881446848312
78,79,BANKNIFTY03SEP2024100PE,01-09-2020 09:29,450.1,01-09-2020 09:57,703.8,253.69999999999993,True,0.5636525216618528,-4.436347478338147,0.002415034577155896,0.5491326275822138,-0.546717593005058
79,80,BANKNIFTY03SEP2023700CE,02-09-2020 09:29,311.0,02-09-2020 10:46,238.0,-73.0,False,-0.2347266881028939,-5.234726688102894,0.0018481615092061198,0.5491326275822138,-0.5472844660730077
80,81,BANKNIFTY03SEP2023700PE,02-09-2020 09:29,290.25,02-09-2020 10:46,302.25,12.0,True,0.041343669250646,-4.958656330749354,0.0019245712873645123,0.5491326275822138,-0.5472080562948493
81,82,BANKNIFTY03SEP2023900CE,03-09-2020 09:29,96.7,03-09-2020 11:22,52.75,-43.95,False,-0.4544984488107549,-5.454498448810755,0.001049856622631624,0.5491326275822138,-0.5480827709595822
82,83,BANKNIFTY03SEP2023900PE,03-09-2020 09:29,140.0,03-09-2020 11:22,157.2,17.19999999999999,True,0.12285714285714278,-4.877142857142857,0.001178839007697795,0.5491326275822138,-0.547953788574516
83,84,BANKNIFTY10SEP2023000CE,04-09-2020 09:29,441.45,04-09-2020 12:28,514.0,72.55000000000001,True,0.16434477290746408,-4.835655227092536,0.0013725750367123493,0.5491326275822138,-0.5477600525455014
84,85,BANKNIFTY10SEP2023000PE,04-09-2020 09:29,488.4,04-09-2020 12:28,318.0,-170.39999999999998,False,-0.34889434889434884,-5.348894348894349,0.0008936913629699573,0.5491326275822138,-0.5482389362192439
85,86,BANKNIFTY10SEP2022900CE,07-09-2020 09:29,382.9,07-09-2020 12:48,356.65,-26.25,False,-0.06855575868372944,-5.068555758683729,0.0008324236735524557,0.5491326275822138,-0.5483002039086614
86,87,BANKNIFTY10SEP2022900PE,07-09-2020 09:29,360.5,07-09-2020 12:48,310.05,-50.44999999999999,False,-0.13994452149791953,-5.139944521497919,0.0007159305408736169,0.5491326275822138,-0.5484166970413402
87,88,BANKNIFTY10SEP2022900CE,08-09-2020 09:29,305.8,08-09-2020 12:53,337.55,31.75,True,0.10382603008502289,-4.896173969914977,0.0007902627667491477,0.5491326275822138,-0.5483423648154647
88,89,BANKNIFTY10SEP2022900PE,08-09-2020 09:29,300.2,08-09-2020 12:53,207.8,-92.39999999999998,False,-0.30779480346435706,-5.307794803464357,0.0005470239937723948,0.5491326275822138,-0.5485856035884414
89,90,BANKNIFTY10SEP2022500CE,09-09-2020 09:29,213.45,09-09-2020 09:56,154.95,-58.5,False,-0.27406886858749124,-5.2740688685874915,0.00039710174670898367,0.5491326275822138,-0.5487355258355048
90,91,BANKNIFTY10SEP2022500PE,09-09-2020 09:29,201.9,09-09-2020 09:56,302.0,100.1,True,0.49578999504705296,-4.504210004952947,0.0005939808197430068,0.5491326275822138,-0.5485386467624708
91,92,BANKNIFTY10SEP2022500CE,10-09-2020 09:29,95.6,10-09-2020 10:56,162.3,66.70000000000002,True,0.6976987447698747,-4.302301255230125,0.0010084004920950839,0.5491326275822138,-0.5481242270901188
92,93,BANKNIFTY10SEP2022500PE,10-09-2020 09:29,90.1,10-09-2020 10:56,43.25,-46.849999999999994,False,-0.5199778024417314,-5.519977802441732,0.0004840546202343216,0.5491326275822138,-0.5486485729619794
93,94,BANKNIFTY17SEP2022600CE,11-09-2020 09:29,333.95,11-09-2020 09:42,278.45,-55.5,False,-0.16619254379398113,-5.166192543793981,0.00040360835156235027,0.5491326275822138,-0.5487290192306514
94,95,BANKNIFTY17SEP2022600PE,11-09-2020 09:29,337.95,11-09-2020 09:42,460.65,122.69999999999999,True,0.3630714602751886,-4.636928539724812,0.0005501470251433545,0.5491326275822138,-0.5485824805570705
95,96,BANKNIFTY17SEP2022800CE,14-09-2020 09:29,261.6,14-09-2020 13:16,178.25,-83.35000000000002,False,-0.3186162079510704,-5.31861620795107,0.0003748612661766167,0.5491326275822138,-0.5487577663160372
96,97,BANKNIFTY17SEP2022800PE,14-09-2020 09:29,326.1,14-09-2020 13:16,494.9,168.79999999999995,True,0.5176326280282121,-4.482367371971788,0.0005689016885336019,0.5491326275822138,-0.5485637258936802
97,98,BANKNIFTY17SEP2022200CE,15-09-2020 09:29,298.6,15-09-2020 15:24,456.95,158.34999999999997,True,0.5303081044876087,-4.469691895512391,0.0008705948646196562,0.5491326275822138,-0.5482620327175941
98,99,BANKNIFTY17SEP2022200PE,15-09-2020 09:29,316.85,15-09-2020 15:24,120.75,-196.10000000000002,False,-0.6189048445636737,-5.618904844563674,0.00033177948525429533,0.5491326275822138,-0.5488008480969595
99,100,BANKNIFTY17SEP2022500CE,16-09-2020 09:29,196.15,16-09-2020 11:47,138.0,-58.150000000000006,False,-0.2964567932704563,-5.2964567932704565,0.0002334212029828843,0.5491326275822138,-0.548899206379231
100,101,BANKNIFTY17SEP2022500PE,16-09-2020 09:29,233.5,16-09-2020 11:47,334.9,101.39999999999998,True,0.4342612419700213,-4.565738758029979,0.0003347869844923681,0.5491326275822138,-0.5487978405977214
101,102,BANKNIFTY17SEP2022400CE,17-09-2020 09:29,87.15,17-09-2020 10:21,100.0,12.849999999999994,True,0.14744693057946062,-4.852553069420539,0.00038415029775372124,0.5491326275822138,-0.5487484772844601
102,103,BANKNIFTY17SEP2022400PE,17-09-2020 09:29,138.15,17-09-2020 10:21,100.5,-37.650000000000006,False,-0.2725298588490771,-5.272529858849077,0.00027945787133006863,0.5491326275822138,-0.5488531697108837
103,104,BANKNIFTY24SEP2022400CE,18-09-2020 09:29,373.9,18-09-2020 14:22,244.3,-129.59999999999997,False,-0.3466167424445038,-5.346616742444504,0.00018259309431916496,0.5491326275822138,-0.5489500344878947
104,105,BANKNIFTY24SEP2022400PE,18-09-2020 09:29,343.85,18-09-2020 14:22,586.0,242.14999999999998,True,0.7042314962919877,-4.295768503708012,0.0003111809023441345,0.5491326275822138,-0.5488214466798697
105,106,BANKNIFTY24SEP2022000CE,21-09-2020 09:29,310.95,21-09-2020 14:04,186.95,-124.0,False,-0.39877793857533367,-5.398777938575334,0.00018708882358332835,0.5491326275822138,-0.5489455387586305
106,107,BANKNIFTY24SEP2022000PE,21-09-2020 09:29,325.95,21-09-2020 14:04,518.15,192.2,True,0.5896609909495322,-4.4103390090504675,0.0002974078046930559,0.5491326275822138,-0.5488352197775208
107,108,BANKNIFTY24SEP2021300CE,22-09-2020 09:29,299.4,22-09-2020 13:27,318.0,18.600000000000023,True,0.06212424849699407,-4.937875751503006,0.00031588404105675283,0.5491326275822138,-0.5488167435411571
108,109,BANKNIFTY24SEP2021300PE,22-09-2020 09:29,334.5,22-09-2020 13:27,251.05,-83.44999999999999,False,-0.24947683109118082,-5.249476831091181,0.00023707829150163768,0.5491326275822138,-0.5488955492907122
109,110,BANKNIFTY24SEP2021300CE,23-09-2020 09:29,183.9,23-09-2020 10:57,179.25,-4.650000000000006,False,-0.025285481239804272,-5.025285481239805,0.00023108365280950817,0.5491326275822138,-0.5489015439294043
110,111,BANKNIFTY24SEP2021300PE,23-09-2020 09:29,235.0,23-09-2020 10:57,194.2,-40.80000000000001,False,-0.17361702127659578,-5.173617021276596,0.00019096359734300632,0.5491326275822138,-0.5489416639848708
111,112,BANKNIFTY24SEP2020900CE,24-09-2020 09:29,99.3,24-09-2020 09:58,106.2,6.900000000000006,True,0.06948640483383692,-4.930513595166163,0.00020423297117650826,0.5491326275822138,-0.5489283946110373
112,113,BANKNIFTY24SEP2020900PE,24-09-2020 09:29,142.8,24-09-2020 09:58,109.45,-33.35000000000001,False,-0.2335434173669468,-5.233543417366946,0.00015653570514894137,0.5491326275822138,-0.5489760918770649
113,114,BANKNIFTY01OCT2020600CE,25-09-2020 09:29,380.5,25-09-2020 15:24,564.0,183.5,True,0.48226018396846254,-4.517739816031537,0.00023202664311170287,0.5491326275822138,-0.5489006009391021
114,115,BANKNIFTY01OCT2020600PE,25-09-2020 09:29,444.3,25-09-2020 15:24,217.7,-226.60000000000002,False,-0.5100157551204142,-5.510015755120414,0.00011368939951703288,0.5491326275822138,-0.5490189381826968
115,116,BANKNIFTY27AUG2023600CE,27-08-2020 09:29,117.3,27-08-2020 10:02,95.55,-21.75,False,-0.18542199488491048,-5.18542199488491,9.260888426131706e-05,0.5491326275822138,-0.5490400186979525
116,117,BANKNIFTY27AUG2023600PE,27-08-2020 09:29,88.85,27-08-2020 10:02,89.4,0.5500000000000114,True,0.00619020821609467,-4.993809791783906,9.318215253755483e-05,0.5491326275822138,-0.5490394454296763
117,118,BANKNIFTY01OCT2021200CE,28-09-2020 09:29,312.85,28-09-2020 09:40,440.55,127.69999999999999,True,0.40818283522454846,-4.591817164775452,0.00013121750775266033,0.5491326275822138,-0.5490014100744611
118,119,BANKNIFTY01OCT2021200PE,28-09-2020 09:29,328.7,28-09-2020 09:40,273.8,-54.89999999999998,False,-0.16702160024338297,-5.167021600243383,0.00010930134962786248,0.5491326275822138,-0.549023326232586
119,120,BANKNIFTY01OCT2021700CE,29-09-2020 09:29,267.8,29-09-2020 14:16,145.0,-122.80000000000001,False,-0.4585511575802838,-5.458551157580284,5.918108923091881e-05,0.5491326275822138,-0.549073446492983
120,121,BANKNIFTY01OCT2021700PE,29-09-2020 09:29,272.35,29-09-2020 14:16,316.35,44.0,True,0.16155682026803744,-4.8384431797319625,6.874219782706506e-05,0.5491326275822138,-0.5490638853843868
121,122,BANKNIFTY01OCT2021200CE,30-09-2020 09:29,183.1,30-09-2020 10:57,330.85,147.75000000000003,True,0.8069361004915349,-4.1930638995084655,0.0001242127588808546,0.5491326275822138,-0.549008414823333
122,123,BANKNIFTY01OCT2021200PE,30-09-2020 09:29,193.8,30-09-2020 10:57,87.35,-106.45000000000002,False,-0.5492776057791539,-5.549277605779154,5.598547207555545e-05,0.5491326275822138,-0.5490766421101383
123,124,BANKNIFTY03SEP2024900CE,31-08-2020 09:29,421.55,31-08-2020 10:27,275.8,-145.75,False,-0.3457478353694698,-5.34574783536947,3.662861629329425e-05,0.5491326275822138,-0.5490959989659205
124,125,BANKNIFTY03SEP2024900PE,31-08-2020 09:29,458.2,31-08-2020 10:27,513.3,55.099999999999966,True,0.12025316455696196,-4.879746835443038,4.103332331590559e-05,0.5491326275822138,-0.5490915942588979
125,126,BANKNIFTY01OCT2021900CE,01-10-2020 09:29,114.55,01-10-2020 10:01,110.35,-4.200000000000003,False,-0.03666521169794852,-5.036665211697948,3.952882782985754e-05,0.5491326275822138,-0.549093098754384
126,127,BANKNIFTY01OCT2021900PE,01-10-2020 09:29,118.65,01-10-2020 10:01,87.05,-31.60000000000001,False,-0.2663295406658239,-5.266329540665824,2.9001133270873143e-05,0.5491326275822138,-0.549103626448943
